IRIDA,iron refractory iron deficiency anemia,https://en.wikipedia.org/?curid=16981931
IRIS,immune reconstitution inflammatory syndrome,https://en.wikipedia.org/?curid=16981931
ISA,instruction set architecture,https://en.wikipedia.org/?curid=82930
ISA,intrinsic sympathomimetic activity,https://en.wikipedia.org/?curid=16981931
ISAs,instruction set architecture,https://en.wikipedia.org/?curid=82930
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=9663
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=964822
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=9251
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=88772
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=82930
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=815067
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=8145410
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=50724448
ISBN,International Standard Book Number,https://en.wikipedia.org/?curid=23714384
ISDN,isosorbide dinitrate,https://en.wikipedia.org/?curid=16981931
ISH,isolated systolic hypertension,https://en.wikipedia.org/?curid=16981931
ISIS,antisense inhibitor,https://en.wikipedia.org/?curid=1120426
ISM,"industrial, scientific and medical",https://en.wikipedia.org/?curid=8638682
ISMN,isosorbide mononitrate,https://en.wikipedia.org/?curid=16981931
ISMP,Institute for Safe Medication Practices,https://en.wikipedia.org/?curid=68137
ISMP,Institute for Safe Medication Practices,https://en.wikipedia.org/?curid=14470466
ISO,International Organization for Standardization,https://en.wikipedia.org/?curid=8410
ISQ,in status quo,https://en.wikipedia.org/?curid=16981931
ISSN,International Standard Serial Number,https://en.wikipedia.org/?curid=88772
ISSN,International Standard Serial Number,https://en.wikipedia.org/?curid=8145410
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,https://en.wikipedia.org/?curid=10080971
ISV,internal state variable,https://en.wikipedia.org/?curid=10035905
ISVR,Institute of Sound and Vibration Research,https://en.wikipedia.org/?curid=920583
ITA,Italy,https://en.wikipedia.org/?curid=55675485
ITP,idiopathic thrombocytopenic purpura,https://en.wikipedia.org/?curid=22258844
ITP,idiopathic thrombocytopenic purpura,https://en.wikipedia.org/?curid=16981931
ITU,International Telecommunication Union,https://en.wikipedia.org/?curid=8638682
ITU,intensive treatment unit,https://en.wikipedia.org/?curid=16981931
ITUR,international telecommunication union - Radiocommunication,https://en.wikipedia.org/?curid=8410
ITUT,international telecommunication union - Transmission,https://en.wikipedia.org/?curid=8410
IUCD,intrauterine contraceptive device,https://en.wikipedia.org/?curid=16981931
IUD,intrauterine death,https://en.wikipedia.org/?curid=16981931
IUFD,intrauterine foetal demise,https://en.wikipedia.org/?curid=16981931
IUGR,intrauterine growth restriction,https://en.wikipedia.org/?curid=16981931
IUI,intrauterine insemination,https://en.wikipedia.org/?curid=16981931
IUP,intrauterine pregnancy,https://en.wikipedia.org/?curid=16981931
IUPAC,International Union of Pure and Applied Chemistry,https://en.wikipedia.org/?curid=1339605
IUPC,intrauterine pressure catheter,https://en.wikipedia.org/?curid=16981931
IUS,intrauterine system,https://en.wikipedia.org/?curid=16981931
IUT,intrauterine transfusion,https://en.wikipedia.org/?curid=16981931
IVC,inferior vena cava,https://en.wikipedia.org/?curid=16981931
IVD,inferior vena cava,https://en.wikipedia.org/?curid=16981931
IVDSA,intravenous digital subtraction angiography,https://en.wikipedia.org/?curid=16981931
IVDU,intravenous drug user,https://en.wikipedia.org/?curid=16981931
IVF,in vitro fertilization,https://en.wikipedia.org/?curid=16981931
IVH,interventricular hemorrhage,https://en.wikipedia.org/?curid=16981931
IVIG,intravenous immunoglobulin,https://en.wikipedia.org/?curid=16981931
IVP,intravenous pyelogram,https://en.wikipedia.org/?curid=16981931
IVP,intravenous push ,https://en.wikipedia.org/?curid=14470466
IVP,Intravenous pyelogram,https://en.wikipedia.org/?curid=1120426
IVPB,intravenous piggyback,https://en.wikipedia.org/?curid=16981931
IVPB,intravenous piggyback ,https://en.wikipedia.org/?curid=14470466
IVPG,intravenous pyogenic granuloma,https://en.wikipedia.org/?curid=16981931
IVU,intravenous urogram,https://en.wikipedia.org/?curid=16981931
IVUS,intravascular ultrasound,https://en.wikipedia.org/?curid=16981931
JAMA,Journal of the American Medical Association,https://en.wikipedia.org/?curid=68137
JAOA,Journal of the American Osteopathic Association,https://en.wikipedia.org/?curid=68137
JAS,juvenile anklosing spondylitis,https://en.wikipedia.org/?curid=22258844
JCM,Japan Collection of Microorganisms,https://en.wikipedia.org/?curid=8815086
JEV,japanese encephalitis virus,https://en.wikipedia.org/?curid=16981943
JHD,juvenile huntington's disease,https://en.wikipedia.org/?curid=22258844
JIA,juvenile idiopathic arthritis,https://en.wikipedia.org/?curid=16981943
JMS,junior medical student,https://en.wikipedia.org/?curid=16981943
JRA,juvenile rheumatoid arthritis,https://en.wikipedia.org/?curid=22258844
JRA,juvenile rheumatoid arthritis,https://en.wikipedia.org/?curid=16981943
JVD,jugular venous distension,https://en.wikipedia.org/?curid=16981943
JVP,jugular venous pressure,https://en.wikipedia.org/?curid=16981943
KCCT,kaolin cephalin clotting time,https://en.wikipedia.org/?curid=16981959
KELS,Kohlman Evaluation of Living Skills,https://en.wikipedia.org/?curid=16981959
KGF,Keratinocyte growth factor,https://en.wikipedia.org/?curid=1120426
KIV,keep in view,https://en.wikipedia.org/?curid=16981959
KLS,kidney liver spleen,https://en.wikipedia.org/?curid=16981959
KMC,kinetic monte carlo,https://en.wikipedia.org/?curid=10035905
KOH,potassium hydroxide,https://en.wikipedia.org/?curid=16981959
KPS,Karnofsky Performance Score,https://en.wikipedia.org/?curid=1120426
KSHV,Kaposi's sarcoma-associated herpesvirus,https://en.wikipedia.org/?curid=16981959
KSS,kearns sayre syndrome,https://en.wikipedia.org/?curid=22258844
KTS,klippel trenaunay syndrome,https://en.wikipedia.org/?curid=22258844
KTW,klippel trenaunay weber syndrome,https://en.wikipedia.org/?curid=22258844
KUB,kidneys ureters and bladder,https://en.wikipedia.org/?curid=16981959
KVO,keep vein open,https://en.wikipedia.org/?curid=16981959
LAAM,L-alpha-acetylmethadol,https://en.wikipedia.org/?curid=16981984
LABA,long acting beta agonist,https://en.wikipedia.org/?curid=16981984
LABBB,left anterior bundle branch block,https://en.wikipedia.org/?curid=16981984
LAD,left anterior descending,https://en.wikipedia.org/?curid=16981984
LAE,left atrial enlargement,https://en.wikipedia.org/?curid=16981984
LAH,left anterior hemiblock,https://en.wikipedia.org/?curid=16981984
LAHB,left anterior hemiblock,https://en.wikipedia.org/?curid=16981984
LAK,lymphokine activated killer cells,https://en.wikipedia.org/?curid=1364854
LAN,left anterior hemiblock,https://en.wikipedia.org/?curid=16981984
LAP,leukocyte alkaline phosphatase,https://en.wikipedia.org/?curid=16981984
LAR,low anterior resection,https://en.wikipedia.org/?curid=16981984
LARP,left anterior right posterior,https://en.wikipedia.org/?curid=16981984
LAS,lymphadenopathy syndrome,https://en.wikipedia.org/?curid=16981984
LAS,label as such,https://en.wikipedia.org/?curid=14470466
LBBB,left bundle branch block,https://en.wikipedia.org/?curid=16981984
LBO,large bowel obstruction,https://en.wikipedia.org/?curid=16981984
LBP,low back pain,https://en.wikipedia.org/?curid=16981984
LBW,low birth weight,https://en.wikipedia.org/?curid=16981984
LCA,left coronary artery,https://en.wikipedia.org/?curid=16981984
LCCN,Library of Congress Control Number,https://en.wikipedia.org/?curid=9663
LCCN,Library of Congress Control Number,https://en.wikipedia.org/?curid=9251
LCD,Liquid-crystal display,https://en.wikipedia.org/?curid=878327
LCHAD,long chain hydroxyacyl coenzyme a dehydrogenase,https://en.wikipedia.org/?curid=16981984
LCIS,lobular carcinoma in situ,https://en.wikipedia.org/?curid=16981984
LCIS,Lobular carcinoma in situ,https://en.wikipedia.org/?curid=1120426
LCM,lymphocytic choriomeningitis,https://en.wikipedia.org/?curid=22258844
LCM,lymphocytic meningitis,https://en.wikipedia.org/?curid=16981984
LCMV,lymphocytic choriomeningitis virus,https://en.wikipedia.org/?curid=16981984
LCP,liverpool care pathway for the dying patient,https://en.wikipedia.org/?curid=16981984
LCPD,legg-calv-perthes disease,https://en.wikipedia.org/?curid=16981984
LCV,leukocytoclastic vasculitis,https://en.wikipedia.org/?curid=16981984
LCX,left circumflex artery,https://en.wikipedia.org/?curid=16981984
LDH,lactate dehydrogenase,https://en.wikipedia.org/?curid=16981984
LDH,Lactate dehydrogenase,https://en.wikipedia.org/?curid=1120426
LDL,low density lipoprotein,https://en.wikipedia.org/?curid=16981984
LDLC,low density lipoprotein cholesterol ,https://en.wikipedia.org/?curid=16981984
LDOPA,levo-dihydroxyphenylalanine,https://en.wikipedia.org/?curid=16981984
LEC,lupus erythematosus cell,https://en.wikipedia.org/?curid=16981984
LEEP,loop electrical excision procedure,https://en.wikipedia.org/?curid=16981984
LEMS,lambert eaton myasthenic syndrome,https://en.wikipedia.org/?curid=22258844
LES,lower esophageal sphincter,https://en.wikipedia.org/?curid=16981984
LFA,low functioning autism ,https://en.wikipedia.org/?curid=22258844
LFT,liver function test,https://en.wikipedia.org/?curid=16981984
LGA,large for gestational age,https://en.wikipedia.org/?curid=16981984
LGL,Lown_Ganong_Levine syndrome,https://en.wikipedia.org/?curid=16981984
LGM,lymphogranulomatosis maligna,https://en.wikipedia.org/?curid=16981984
LGSIL,low grade squamous intraepithelial lesion,https://en.wikipedia.org/?curid=16981984
LGV,lymphogranuloma venereum,https://en.wikipedia.org/?curid=22258844
LGV,lymphogranuloma venereum,https://en.wikipedia.org/?curid=16981984
LHC,large hadron collider,https://en.wikipedia.org/?curid=8124086
LHC,left heart catheterization,https://en.wikipedia.org/?curid=16981984
LHRH,luteinizing hormone releasing hormone,https://en.wikipedia.org/?curid=16981984
LHRH,Gonadotropin-releasing hormone,https://en.wikipedia.org/?curid=1120426
LIH,left inguinal hernia,https://en.wikipedia.org/?curid=16981984
LIM,Ligue d'improvisation montrealaise,https://en.wikipedia.org/?curid=88772
LINPACK,numerical linear algebra on digital computers,https://en.wikipedia.org/?curid=82930
LKS,landau kleffner syndrome ,https://en.wikipedia.org/?curid=22258844
LLC,limited liability company,https://en.wikipedia.org/?curid=10035905
LLD,leg length discrepancy,https://en.wikipedia.org/?curid=16981984
LLE,left lower extremity,https://en.wikipedia.org/?curid=16981984
LLETZ,large loop excision of the transformation zone,https://en.wikipedia.org/?curid=16981984
LLL,left lower lobe,https://en.wikipedia.org/?curid=16981984
LLNL,lawrence livermore national laboratory,https://en.wikipedia.org/?curid=82930
LLQ,left lower quadrant,https://en.wikipedia.org/?curid=16981984
LMA,left mentoanterior,https://en.wikipedia.org/?curid=16981984
LMCA,left main coronary artery,https://en.wikipedia.org/?curid=16981984
LMD,local medical doctor,https://en.wikipedia.org/?curid=16981984
LMP,last menstrual period,https://en.wikipedia.org/?curid=16981984
LMSSA,Licentiate in Medicine and Surgery of the Society of Apothecaries,https://en.wikipedia.org/?curid=68137
LMT,Licensed massage therapist,https://en.wikipedia.org/?curid=68137
LMWH,low molecular weight heparin,https://en.wikipedia.org/?curid=16981984
LND,lymph node dissection,https://en.wikipedia.org/?curid=16981984
LNG,levonorgestrel,https://en.wikipedia.org/?curid=16981984
LNI,lymph node involvement,https://en.wikipedia.org/?curid=16981984
LNS,lesch nyhan syndrome,https://en.wikipedia.org/?curid=22258844
LOA,left occipitoanterior,https://en.wikipedia.org/?curid=16981984
LOC,loss of consciousness,https://en.wikipedia.org/?curid=16981984
LOF,leakage of fluid,https://en.wikipedia.org/?curid=16981984
LOH,loss of heterozygosity,https://en.wikipedia.org/?curid=16981984
LOI,loss of imprinting,https://en.wikipedia.org/?curid=16981984
LOL,little old lady,https://en.wikipedia.org/?curid=16981984
LOM,limitation of motion,https://en.wikipedia.org/?curid=16981984
LOP,left occiput posterior,https://en.wikipedia.org/?curid=16981984
LORTA,loss of resistance to air,https://en.wikipedia.org/?curid=16981984
LOS,length of stay,https://en.wikipedia.org/?curid=16981984
LOT,left occiput transverse,https://en.wikipedia.org/?curid=16981984
LPC,linear predictive coding,https://en.wikipedia.org/?curid=8013
LPF,low-pass filter,https://en.wikipedia.org/?curid=96692
LPH,left posterior hemiblock,https://en.wikipedia.org/?curid=16981984
LPL,lipoprotein lipase,https://en.wikipedia.org/?curid=16981984
LPN,Licensed practical nurse,https://en.wikipedia.org/?curid=68137
LPP,lichen planopilaris,https://en.wikipedia.org/?curid=16981984
LQTS,long qt syndrome,https://en.wikipedia.org/?curid=16981984
LRINEC,Laboratory Risk Indicator for Necrotizing Soft Tissue Infections Score,https://en.wikipedia.org/?curid=16981984
LRTI,lower respiratory tract infection,https://en.wikipedia.org/?curid=16981984
LSA,Licensed surgical assistant,https://en.wikipedia.org/?curid=68137
LSA,lichen sclerosis et atrophicus,https://en.wikipedia.org/?curid=16981984
LSB,left sternal border,https://en.wikipedia.org/?curid=16981984
LSCTA,lung sounds clear to auscultation,https://en.wikipedia.org/?curid=16981984
LSIL,low-grade squamous intraepithelial lesion,https://en.wikipedia.org/?curid=16981984
LST,laterally spreading tumor,https://en.wikipedia.org/?curid=16981984
LSU,load store unit,https://en.wikipedia.org/?curid=82930
LSU,louisiana state university,https://en.wikipedia.org/?curid=10035905
LTAC,long term acute care,https://en.wikipedia.org/?curid=16981984
LTCS,low transverse cesarean section,https://en.wikipedia.org/?curid=16981984
LTE,Long-Term Evolution,https://en.wikipedia.org/?curid=8638682
LTR,long terminal repeat,https://en.wikipedia.org/?curid=1364854
LUL,left upper lobe,https://en.wikipedia.org/?curid=16981984
LUQ,left upper quadrant,https://en.wikipedia.org/?curid=16981984
LUS,lower uterine segment,https://en.wikipedia.org/?curid=16981984
LUTS,lower urinary tract symptoms,https://en.wikipedia.org/?curid=16981984
LVAD,left ventricular assist device,https://en.wikipedia.org/?curid=16981984
LVEDP,left ventricular end diastolic pressure,https://en.wikipedia.org/?curid=16981984
LVEF,left ventricular ejection fraction,https://en.wikipedia.org/?curid=16981984
LVF,left ventricular failure,https://en.wikipedia.org/?curid=16981984
LVH,left ventricular hypertrophy,https://en.wikipedia.org/?curid=16981984
LVN,Licensed vocational nurse,https://en.wikipedia.org/?curid=68137
LVOT,left ventricular outflow tract,https://en.wikipedia.org/?curid=16981984
LVP,large volume paracentesis,https://en.wikipedia.org/?curid=16981984
LWBS,left without being seen,https://en.wikipedia.org/?curid=16981984
MAC,mycobacterium avium complex,https://en.wikipedia.org/?curid=22258844
MAC,mycobacterium avium complex,https://en.wikipedia.org/?curid=16982000
MACE,major adverse cardiovascular events,https://en.wikipedia.org/?curid=16982000
MADIT,Multicenter Automatic Defibrillator Implantation Trial,https://en.wikipedia.org/?curid=815067
MAE,moves all extremities,https://en.wikipedia.org/?curid=16982000
MAHA,microangiopathic hemolytic anemia,https://en.wikipedia.org/?curid=16982000
MAL,midaxillary line,https://en.wikipedia.org/?curid=16982000
MALT,mucosa associated lymphoid tissue ,https://en.wikipedia.org/?curid=16982000
MALT,mucosa-associated lymphoid tissue ,https://en.wikipedia.org/?curid=1120426
MANOS,minilaparoscopy assisted natural orifice surgery,https://en.wikipedia.org/?curid=16982000
MAOI,monoamine oxidase inhibitor,https://en.wikipedia.org/?curid=16982000
MAP,mean arterial pressure,https://en.wikipedia.org/?curid=16982000
MAPIPOS,Manual de Procedimientos y Actividades del POS,https://en.wikipedia.org/?curid=13201218
MAR,medication administration record,https://en.wikipedia.org/?curid=16982000
MARSA,methicillin and aminoglycoside resistant Staphylococcus aureus,https://en.wikipedia.org/?curid=16982000
MAS,meconium aspiration syndrome,https://en.wikipedia.org/?curid=16982000
MASH,mobile army surgical hospital,https://en.wikipedia.org/?curid=68137
MAST,michigan alcohol screening test,https://en.wikipedia.org/?curid=16982000
MAT,multifocal atrial tachycardia,https://en.wikipedia.org/?curid=16982000
MBD,minimal brain dysfunction,https://en.wikipedia.org/?curid=22258844
MBR,memory buffer register,https://en.wikipedia.org/?curid=82930
MBSS,modified barium swallow study,https://en.wikipedia.org/?curid=16982000
MCA,mucinous cystadenoma,https://en.wikipedia.org/?curid=16982000
MCAT,medical college admission test,https://en.wikipedia.org/?curid=16982000
MCD,minimal change disease,https://en.wikipedia.org/?curid=16982000
MCH,mean cell hemoglobin,https://en.wikipedia.org/?curid=16982000
MCHC,mean corpuscular hemoglobin concentration,https://en.wikipedia.org/?curid=16982000
MCL,medial collateral ligament,https://en.wikipedia.org/?curid=1327869
MCM,multi chip modules,https://en.wikipedia.org/?curid=82930
MCP,metacarpophalangeal joint,https://en.wikipedia.org/?curid=16982000
MCS,multiple chemical sensitivities,https://en.wikipedia.org/?curid=22258844
MCTD,mixed connective tissue disease,https://en.wikipedia.org/?curid=16982000
MCV,mean corpuscular volume,https://en.wikipedia.org/?curid=16982000
MDCT,modified discrete cosine transform,https://en.wikipedia.org/?curid=8013
MDCT,multidetector row computerized tomography,https://en.wikipedia.org/?curid=16982000
MDD,major depressive disorder,https://en.wikipedia.org/?curid=22258844
MDD,major depressive disorder,https://en.wikipedia.org/?curid=16982000
MDE,major depressive episode,https://en.wikipedia.org/?curid=16982000
MDG,millennium development goal,https://en.wikipedia.org/?curid=9251
MDG,millennium development goal,https://en.wikipedia.org/?curid=34446991
MDG,millennium development goal,https://en.wikipedia.org/?curid=27392434
MDGs,millennium development goal,https://en.wikipedia.org/?curid=53594388
MDI,metered dose inhaler,https://en.wikipedia.org/?curid=16982000
MDL,ribonucleotide reductase inhibitors,https://en.wikipedia.org/?curid=1120426
MDRTB,multiple drug resistant tuberculosis,https://en.wikipedia.org/?curid=1364854
MDS,myelodysplastic syndrome,https://en.wikipedia.org/?curid=16982000
MEAM,modified embedded atom potentials,https://en.wikipedia.org/?curid=10035905
MEC,moderate emetic chemotherapy,https://en.wikipedia.org/?curid=16982000
MEDLINE,Medical Literature Analysis and Retrieval System Online ,https://en.wikipedia.org/?curid=16982000
MEN,multiple endocrine neoplasia,https://en.wikipedia.org/?curid=16982000
MET,metabolic equivalent,https://en.wikipedia.org/?curid=16982000
MFLOPS,mega floating point operations per second,https://en.wikipedia.org/?curid=82930
MFM,maternal and fetal medicine,https://en.wikipedia.org/?curid=16982000
MGN,membranous glomerulonephritis,https://en.wikipedia.org/?curid=16982000
MGUS,monoclonal gammopathy of undetermined significance ,https://en.wikipedia.org/?curid=16982000
MHATP,microhemagglutination assay for t pallidum,https://en.wikipedia.org/?curid=16982000
MHC,major histocompatibility complex,https://en.wikipedia.org/?curid=1364854
MHW,mental health worker,https://en.wikipedia.org/?curid=16982000
MIC,message integrity code,https://security.stackexchange.com/questions/33569/why-do-you-need-message-authentication-in-addition-to-encryption
MIC,minimum inhibitory concentration,https://lifeinthefastlane.com/ccc/minimum-inhibitory-concentration-mic/
MIC,minimum inhibitory concentration,https://en.wikipedia.org/wiki/Minimum_inhibitory_concentration
MIC,message integrity code,https://en.wikipedia.org/wiki/Message_authentication_code
MIC,minimum inhibitory concentration,https://en.wikipedia.org/?curid=16982000
MIC,minimum inhibitory concentration,https://emerypharma.com/blog/minimum-inhibitory-concentration-mic/
MIC,minimum inhibitory concentration,https://courses.lumenlearning.com/boundless-microbiology/chapter/measuring-drug-susceptibility/
MIC,message integrity code,http://etutorials.org/Networking/802.11+security.+wi-fi+protected+access+and+802.11i/Part+II+The+Design+of+Wi-Fi+Security/Chapter+11.+TKIP/Message+Integrity+Michael/
MIC,message integrity code,http://documentation.netgear.com/reference/nld/wireless/WirelessNetworkingBasics-3-14.html
MICA,mental illness and chemical abuse,https://en.wikipedia.org/?curid=16982000
MICU,mobile intensive care unit,https://en.wikipedia.org/?curid=16982000
MID,multi infarct dementia,https://en.wikipedia.org/?curid=22258844
MIF,Mullerian inhibitory factor,https://en.wikipedia.org/?curid=16982000
MIMO,multiple-input and multiple-output,https://en.wikipedia.org/?curid=8638682
MIPS,million instructions per second,https://en.wikipedia.org/?curid=8709
MIPS,millions of instructions per second,https://en.wikipedia.org/?curid=82930
MIPS,million instructions per second,https://en.wikipedia.org/?curid=1012978
MIS,minimally invasive surgery,https://en.wikipedia.org/?curid=16982000
MIT,massachusetts institute of technology,https://en.wikipedia.org/?curid=9663
MIT,Massachusetts Institute of Technology,https://en.wikipedia.org/?curid=9251
MIT,Massachusetts Institute of Technology,https://en.wikipedia.org/?curid=88772
MIT,massachusetts institute of technology,https://en.wikipedia.org/?curid=23714384
MITs,Massachusetts Institute of Technology,https://en.wikipedia.org/?curid=9251
MJD,machado joseph disease,https://en.wikipedia.org/?curid=22258844
MLA,medical laboratory assistant,https://en.wikipedia.org/?curid=68137
MLC,mixed lymphocyte culture,https://en.wikipedia.org/?curid=16982000
MLD,metachromatic leukodystrophy,https://en.wikipedia.org/?curid=22258844
MLE,midline episiotomy,https://en.wikipedia.org/?curid=16982000
MLT,medical laboratory technician,https://en.wikipedia.org/?curid=68137
MMA,monomelic amyotrophy,https://en.wikipedia.org/?curid=22258844
MMFR,midmaximal flow rate,https://en.wikipedia.org/?curid=16982000
MMI,maximum medical improvement,https://en.wikipedia.org/?curid=16982000
MMK,marshall marchetti kranz procedure ,https://en.wikipedia.org/?curid=16982000
MMPI,minnesota multiphasic personality inventory,https://en.wikipedia.org/?curid=16982000
MMR,measles mumps rubella,https://en.wikipedia.org/?curid=22258844
MMR,measles mumps and rubella,https://en.wikipedia.org/?curid=16982000
MMRD,mismatch repair deficiency syndrome,https://en.wikipedia.org/?curid=16982000
MMRV,measles mumps rubella varicella,https://en.wikipedia.org/?curid=22258844
MMSE,mini mental state examination,https://en.wikipedia.org/?curid=16982000
MMT,malignant mesenchymal tumor,https://en.wikipedia.org/?curid=16982000
MMU,memory management unit,https://en.wikipedia.org/?curid=82930
MMU,Memory management unit,https://en.wikipedia.org/?curid=50724448
MNAMS,Member of National Academy of Medical Sciences,https://en.wikipedia.org/?curid=68137
MND,motor neuron disease,https://en.wikipedia.org/?curid=22258844
MND,motor neurone disease,https://en.wikipedia.org/?curid=16982000
MND,motor neurone disease,https://en.wikipedia.org/?curid=16981730
MOB,mother of baby,https://en.wikipedia.org/?curid=16982000
MODY,maturity onset diabetes of the young,https://en.wikipedia.org/?curid=16982000
MOH,medication overuse headaches,https://en.wikipedia.org/?curid=22258844
MOM,milk of magnesia,https://en.wikipedia.org/?curid=16982000
MOPP,"mechlorethamine, vincristine, procarbazine, and prednisone",https://en.wikipedia.org/?curid=16982000
MOSFET,metal-oxide-semiconductor field-effect transistor,https://en.wikipedia.org/?curid=23714384
MOSFETs,metal-oxide-semiconductor field-effect transistor,https://en.wikipedia.org/?curid=92791
MOSFETs,metal-oxide-semiconductor field-effect transistor,https://en.wikipedia.org/?curid=23714384
MPA,medroxyprogesterone acetate,https://en.wikipedia.org/?curid=16982000
MPD,myeloproliferative disorders,https://en.wikipedia.org/?curid=22258844
MPD,main pancreatic duct,https://en.wikipedia.org/?curid=16982000
MPDs,myeloproliferative diseases,https://en.wikipedia.org/?curid=16982000
MPGN,membranoproliferative glomerulonephritis,https://en.wikipedia.org/?curid=16982000
MPNST,Malignant peripheral nerve sheath tumor,https://en.wikipedia.org/?curid=1120426
MPO,myeloperoxidase,https://en.wikipedia.org/?curid=16982000
MPT,multi professional team,https://en.wikipedia.org/?curid=16982000
MPV,mean platelet volume,https://en.wikipedia.org/?curid=16982000
MPX,memory protection extensions,https://en.wikipedia.org/?curid=82930
MRA,magnetic resonance angiography,https://en.wikipedia.org/?curid=16982000
MRC,medical research council,https://en.wikipedia.org/?curid=815067
MRCP,Membership of the Royal College of Physicians,https://en.wikipedia.org/?curid=68137
MRCP,magnetic resonance cholangiopancreatography,https://en.wikipedia.org/?curid=16982000
MRCS,Membership of the Royal College of Surgeons,https://en.wikipedia.org/?curid=68137
MRDD,Mentally retarded/developmentally disabled,https://en.wikipedia.org/?curid=22258844
MRG,"murmurs, rubs, and gallops",https://en.wikipedia.org/?curid=16982000
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=9465593
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=839943
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=8387592
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=48568617
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=39207238
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=36771910
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=16982000
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=1692549
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=1364854
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=1272984
MRI,magnetic resonance imaging,https://en.wikipedia.org/?curid=1258362
MRI,Magnetic resonance imaging,https://en.wikipedia.org/?curid=1120426
MRO,"Maintenance, repair and operations",https://en.wikipedia.org/?curid=9251
MRSA,methicillin resistant staphylococcus aureus,https://en.wikipedia.org/?curid=22258844
MRSA,methicillin resistant staphylococcus aureus,https://en.wikipedia.org/?curid=16982000
MRSI,Magnetic resonance spectroscopic imaging,https://en.wikipedia.org/?curid=1120426
MRT,medical radiation technologist,https://en.wikipedia.org/?curid=68137
MSA,multiple system atrophy,https://en.wikipedia.org/?curid=22258844
MSAFP,maternal serum alpha fetoprotein,https://en.wikipedia.org/?curid=16982000
MSC,Miles of Standard Cable,https://en.wikipedia.org/?curid=8410
MSDD,multi sensory developmental delays,https://en.wikipedia.org/?curid=22258844
MSDU,medical surgical day unit,https://en.wikipedia.org/?curid=16982000
MSE,mental status examination,https://en.wikipedia.org/?curid=16982000
MSH,melanocyte stimulating hormone,https://en.wikipedia.org/?curid=16982000
MSIO,medical services insurance organizations,https://en.wikipedia.org/?curid=7347363
MSK,medullary sponge kidney,https://en.wikipedia.org/?curid=16982000
MSO,morphine sulfate,https://en.wikipedia.org/?curid=16982000
MSOS,medication safety officers society,https://en.wikipedia.org/?curid=68137
MSPT,Master of Science in Physical Therapy,https://en.wikipedia.org/?curid=68137
MSU,midstream urine,https://en.wikipedia.org/?curid=16982000
MSU,mississippi state university,https://en.wikipedia.org/?curid=10035905
MSUD,maple syrup urine disease,https://en.wikipedia.org/?curid=16982000
MTBI,mild traumatic brain injury,https://en.wikipedia.org/?curid=16982000
MTM,midwoofer-tweeter-midwoofer,https://en.wikipedia.org/?curid=96692
MTP,metatarsalphalangeal,https://en.wikipedia.org/?curid=16982000
MTX,methotrexate,https://en.wikipedia.org/?curid=16982000
MUSE,medicated urethral system for erections,https://en.wikipedia.org/?curid=16982000
MVA,motor vehicle accident,https://en.wikipedia.org/?curid=16982000
MVC,motor vehicle crash,https://en.wikipedia.org/?curid=16982000
MVC,Microvoid coalescence,https://en.wikipedia.org/?curid=12804972
MVI,multivitamin,https://en.wikipedia.org/?curid=16982000
MVP,mitral valve prolapse,https://en.wikipedia.org/?curid=16982000
MVPS,mitral valve prolapse syndrome,https://en.wikipedia.org/?curid=16982000
MVR,mitral valve replacement,https://en.wikipedia.org/?curid=16982000
MXR,manufacturer of effects pedals,https://en.wikipedia.org/?curid=8942467
NAACLS,National accrediting agency for clinical laboratory science,https://en.wikipedia.org/?curid=68137
NAAT,nuclear acid amplification test,https://en.wikipedia.org/?curid=16982025
NABS,normoactive bowel sounds,https://en.wikipedia.org/?curid=16982025
NAC,n acetyl cysteine,https://en.wikipedia.org/?curid=16982025
NAD,no abnormality detected,https://en.wikipedia.org/?curid=16982025
NAE,national academy of engineering,https://en.wikipedia.org/?curid=9987
NAE,National Academy of Engineering,https://en.wikipedia.org/?curid=9251
NAFLD,non alcoholic fatty liver disease,https://en.wikipedia.org/?curid=16982025
NAS,national academy of science,https://en.wikipedia.org/?curid=9987
NAS,neonatal abstinence syndrome,https://en.wikipedia.org/?curid=22258844
NAS,no added salt,https://en.wikipedia.org/?curid=16982025
NASA,National Aeronautics and Space Administration,https://en.wikipedia.org/?curid=9251
